"Realized Gain/Loss - Lot Details for ...844 as of Sat Oct 05  03:10:41 EDT 2024 from 01/01/2022 to 10/05/2024","","","","","","","","","","","","","","","","","","","","","","","",""
"Symbol","Name","Closed Date","Opened Date","Quantity","Proceeds Per Share","Cost Per Share","Proceeds","Cost Basis (CB)","Gain/Loss ($)","Gain/Loss (%)","Long Term Gain/Loss","Short Term Gain/Loss","Term","Unadjusted Cost Basis","Wash Sale?","Disallowed Loss","Transaction Closed Date","Transaction Cost Basis","Total Transaction Gain/Loss ($)","Total Transaction Gain/Loss (%)","LT Transaction Gain/Loss ($)","LT Transaction Gain/Loss (%)","ST Transaction Gain/Loss ($)","ST Transaction Gain/Loss (%)"
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/16/2023","03/06/2023","100","$364.62","$367.14","$36,461.79","$36,714.29","-$252.50","-0.68774311038%","","-$252.50","Short Term","$36,714.29","No","","03/16/2023","$36,600.00","-$138.21","-0.37762295082%","","","-$138.21","-0.3776229508196694%"
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/16/2023","03/09/2023","47","$363.00","$362.00","$17,060.85","$17,014.00","$46.85","0.275361467027%","","$46.85","Short Term","$17,014.00","No","","03/16/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/16/2023","03/09/2023","100","$361.00","$360.00","$36,099.70","$36,000.00","$99.70","0.276944444444%","","$99.70","Short Term","$36,000.00","No","","03/16/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/16/2023","03/09/2023","100","$361.00","$360.00","$36,099.69","$36,000.00","$99.69","0.276916666667%","","$99.69","Short Term","$36,000.00","No","","03/16/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/16/2023","03/09/2023","101","$363.00","$362.00","$36,662.69","$36,562.00","$100.69","0.27539521908%","","$100.69","Short Term","$36,562.00","No","","03/16/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/16/2023","03/09/2023","31","$363.00","$362.00","$11,252.91","$11,222.00","$30.91","0.275441097844%","","$30.91","Short Term","$11,222.00","No","","03/16/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/16/2023","03/06/2023","100","$364.59","$364.70","$36,458.70","$36,470.00","-$11.30","-0.030984370716%","","-$11.30","Short Term","$36,470.00","No","","03/16/2023","","","","","","",""
"SQQQ","PROSHARES ULTRAPRO SHORT QQQ ETF","03/15/2023","03/15/2023","100","$38.50","$38.22","$3,849.96","$3,821.50","$28.46","0.744733743295%","","$28.46","Short Term","$3,821.50","No","","03/15/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/15/2023","03/15/2023","38","$355.00","$353.17","$13,489.88","$13,420.46","$69.42","0.517269899839%","","$69.42","Short Term","$13,420.46","No","","03/15/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/15/2023","03/15/2023","12","$355.00","$353.17","$4,259.97","$4,238.04","$21.93","0.517456182575%","","$21.93","Short Term","$4,238.04","No","","03/15/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/15/2023","03/15/2023","1","$354.29","$353.00","$354.29","$353.00","$1.29","0.365439093484%","","$1.29","Short Term","$353.00","No","","03/15/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/15/2023","03/15/2023","49","$354.29","$353.00","$17,360.06","$17,297.00","$63.06","0.364571891079%","","$63.06","Short Term","$17,297.00","No","","03/15/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/15/2023","03/15/2023","100","$354.08","$353.00","$35,407.84","$35,300.00","$107.84","0.305495750708%","","$107.84","Short Term","$35,300.00","No","","03/15/2023","","","","","","",""
"GOTU","GAOTU TECHEDU INC A ADR","03/14/2023","03/14/2023","1,000","$4.35","$3.90","$4,351.62","$3,898.40","$453.22","11.62579519803%","","$453.22","Short Term","$3,898.40","No","","03/14/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/14/2023","03/09/2023","200","$358.50","$358.00","$71,699.40","$71,600.00","$99.40","0.138826815642%","","$99.40","Short Term","$71,600.00","No","","03/14/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/14/2023","03/09/2023","100","$357.00","$356.00","$35,699.70","$35,600.00","$99.70","0.280056179775%","","$99.70","Short Term","$35,600.00","No","","03/14/2023","","","","","","",""
"GOTU","GAOTU TECHEDU INC A ADR","03/13/2023","03/09/2023","250","$4.91","$4.58","$1,228.70","$1,143.75","$84.95","7.427322404372%","","$84.95","Short Term","$1,143.75","No","","03/13/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/13/2023","03/10/2023","55","$352.86","$354.00","$19,407.14","$19,470.00","$0.00","0%","","$0.00","Short Term","$19,470.00","Yes","$62.86","03/13/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/13/2023","03/10/2023","45","$352.86","$354.00","$15,878.57","$15,930.00","$0.00","0%","","$0.00","Short Term","$15,930.00","Yes","$51.43","03/13/2023","","","","","","",""
"EDU","NEW ORIENTAL EDUCATI ADR","03/10/2023","03/09/2023","30","$40.93","$39.55","$1,227.89","$1,186.43","$41.46","3.49451716494%","","$41.46","Short Term","$1,186.43","No","","03/10/2023","","","","","","",""
"EDU","NEW ORIENTAL EDUCATI ADR","03/10/2023","03/07/2023","45","$40.93","$40.68","$1,841.84","$1,830.60","$11.24","0.61400633672%","","$11.24","Short Term","$1,830.60","No","","03/10/2023","","","","","","",""
"EDU","NEW ORIENTAL EDUCATI ADR","03/10/2023","03/07/2023","25","$40.93","$40.12","$1,023.24","$1,003.00","$20.24","2.017946161515%","","$20.24","Short Term","$1,003.00","No","","03/10/2023","","","","","","",""
"EDU","NEW ORIENTAL EDUCATI ADR","03/10/2023","03/07/2023","5","$40.93","$40.68","$204.65","$203.40","$1.25","0.614552605703%","","$1.25","Short Term","$203.40","No","","03/10/2023","","","","","","",""
"TAL","TAL ED GROUP A ADR","03/10/2023","03/09/2023","160","$6.97","$6.67","$1,115.99","$1,067.18","$48.81","4.573736389363%","","$48.81","Short Term","$1,067.18","No","","03/10/2023","","","","","","",""
"TAL","TAL ED GROUP A ADR","03/10/2023","03/08/2023","160","$6.97","$6.92","$1,115.99","$1,106.64","$9.35","0.844899877105%","","$9.35","Short Term","$1,106.64","No","","03/10/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/09/2023","03/06/2023","100","$364.90","$363.38","$36,489.75","$36,337.50","$152.25","0.418988648091%","","$152.25","Short Term","$36,337.50","No","","03/09/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/09/2023","03/06/2023","100","$363.25","$362.27","$36,324.71","$36,226.64","$98.07","0.270712381827%","","$98.07","Short Term","$36,226.64","No","","03/09/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/09/2023","03/06/2023","1","$1.11","$1.09","$1.11","$1.09","$0.02","1.834862385321%","","$0.02","Short Term","$1.09","No","","03/09/2023","","","","","","",""
"NVDA","NVIDIA CORP","03/08/2023","02/24/2023","50","$236.33","$232.45","$11,816.41","$11,622.38","$194.03","1.669451523698%","","$194.03","Short Term","$11,622.38","No","","03/08/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/08/2023","03/07/2023","100","$361.00","$360.00","$36,099.71","$36,000.00","$99.71","0.276972222222%","","$99.71","Short Term","$36,000.00","No","","03/08/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/08/2023","03/07/2023","5","$361.00","$358.23","$1,804.99","$1,791.17","$13.82","0.771562721573%","","$13.82","Short Term","$1,791.17","No","","03/08/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/08/2023","03/08/2023","44","$361.00","$359.86","$15,883.87","$15,833.93","$49.94","0.315398640767%","","$49.94","Short Term","$15,833.93","No","","03/08/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/08/2023","03/07/2023","95","$361.00","$358.23","$34,294.73","$34,032.21","$262.52","0.771386871437%","","$262.52","Short Term","$34,032.21","No","","03/08/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/08/2023","03/08/2023","32","$361.00","$359.86","$11,551.91","$11,515.59","$36.32","0.315398516272%","","$36.32","Short Term","$11,515.59","No","","03/08/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/08/2023","03/08/2023","24","$361.00","$359.86","$8,663.93","$8,636.69","$27.24","0.315398607568%","","$27.24","Short Term","$8,636.69","No","","03/08/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/08/2023","03/06/2023","1","$1.11","$1.09","$1.11","$1.09","$0.02","1.834862385321%","","$0.02","Short Term","$1.09","No","","03/08/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/08/2023","03/06/2023","100","$1.11","$1.09","$111.00","$108.99","$2.01","1.844205890449%","","$2.01","Short Term","$108.99","No","","03/08/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/08/2023","03/06/2023","1","$1.11","$1.09","$1.11","$1.09","$0.02","1.834862385321%","","$0.02","Short Term","$1.09","No","","03/08/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/07/2023","03/07/2023","100","$361.00","$359.57","$36,099.71","$35,956.93","$142.78","0.397086180606%","","$142.78","Short Term","$35,956.93","No","","03/07/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/07/2023","03/06/2023","255","$1.12","$1.09","$285.60","$277.92","$7.68","2.763385146805%","","$7.68","Short Term","$277.92","No","","03/07/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/07/2023","03/06/2023","300","$1.11","$1.09","$333.00","$326.97","$6.03","1.844205890449%","","$6.03","Short Term","$326.97","No","","03/07/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/07/2023","03/06/2023","345","$1.11","$1.09","$382.95","$376.02","$6.93","1.842987075156%","","$6.93","Short Term","$376.02","No","","03/07/2023","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","03/06/2023","03/01/2023","100","$91.10","$90.10","$9,109.93","$9,009.72","$100.21","1.112243221765%","","$100.21","Short Term","$9,009.72","No","","03/06/2023","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","03/06/2023","02/21/2023","12","$91.10","$94.99","$1,093.19","$1,139.88","$0.00","0%","","$0.00","Short Term","$1,139.88","Yes","$46.69","03/06/2023","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","03/06/2023","02/17/2023","10","$91.10","$100.16","$910.99","$1,001.60","$0.00","0%","","$0.00","Short Term","$1,001.60","Yes","$90.61","03/06/2023","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","03/06/2023","02/14/2023","10","$91.10","$103.01","$910.99","$1,030.06","$0.00","0%","","$0.00","Short Term","$1,030.06","Yes","$119.07","03/06/2023","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","03/06/2023","02/13/2023","10","$91.10","$105.06","$910.99","$1,050.56","$0.00","0%","","$0.00","Short Term","$1,050.56","Yes","$139.57","03/06/2023","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","03/06/2023","01/18/2023","48","$91.10","$113.87","$4,372.77","$5,465.76","$0.00","0%","","$0.00","Short Term","$5,465.76","Yes","$1,092.99","03/06/2023","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","03/06/2023","03/01/2023","10","$91.10","$90.10","$910.99","$900.97","$10.02","1.112134699269%","","$10.02","Short Term","$900.97","No","","03/06/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/06/2023","02/17/2023","5","$363.38","$361.24","$1,816.89","$1,806.20","$10.69","0.591850293434%","","$10.69","Short Term","$1,806.20","No","","03/06/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/06/2023","02/17/2023","11","$363.38","$361.24","$3,997.15","$3,973.63","$23.52","0.591902114691%","","$23.52","Short Term","$3,973.63","No","","03/06/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/06/2023","02/17/2023","83","$363.38","$361.24","$30,160.30","$29,982.89","$177.41","0.591704135258%","","$177.41","Short Term","$29,982.89","No","","03/06/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/06/2023","02/16/2023","26","$367.00","$366.00","$9,541.92","$9,516.00","$25.92","0.272383354351%","","$25.92","Short Term","$9,516.00","No","","03/06/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/06/2023","02/16/2023","74","$367.00","$366.00","$27,157.79","$27,084.00","$73.79","0.272448678186%","","$73.79","Short Term","$27,084.00","No","","03/06/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/06/2023","02/16/2023","26","$367.00","$366.00","$9,541.92","$9,516.00","$25.92","0.272383354351%","","$25.92","Short Term","$9,516.00","No","","03/06/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/06/2023","02/16/2023","74","$367.00","$366.00","$27,157.78","$27,084.00","$73.78","0.272411756018%","","$73.78","Short Term","$27,084.00","No","","03/06/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/06/2023","02/16/2023","100","$367.00","$366.00","$36,699.71","$36,600.00","$99.71","0.272431693989%","","$99.71","Short Term","$36,600.00","No","","03/06/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/06/2023","02/16/2023","100","$367.00","$366.00","$36,699.71","$36,600.00","$99.71","0.272431693989%","","$99.71","Short Term","$36,600.00","No","","03/06/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/06/2023","02/17/2023","1","$363.38","$361.24","$363.38","$361.24","$2.14","0.592403941978%","","$2.14","Short Term","$361.24","No","","03/06/2023","","","","","","",""
"EDU","NEW ORIENTAL EDUCATI ADR","03/03/2023","02/02/2023","200","$44.34","$42.68","$8,868.93","$8,535.08","$333.85","3.911504051514%","","$333.85","Short Term","$8,535.08","No","","03/03/2023","","","","","","",""
"EDU","NEW ORIENTAL EDUCATI ADR","03/03/2023","01/26/2023","60","$44.34","$43.44","$2,660.68","$2,606.23","$54.45","2.089224665513%","","$54.45","Short Term","$2,606.23","No","","03/03/2023","","","","","","",""
"JZ","JIANZHI EDUCATION TE ADR","03/03/2023","02/28/2023","200","$1.30","$1.07","$260.02","$213.98","$46.04","21.516029535471%","","$46.04","Short Term","$213.98","No","","03/03/2023","","","","","","",""
"JZ","JIANZHI EDUCATION TE ADR","03/03/2023","02/28/2023","800","$1.30","$1.07","$1,040.07","$855.92","$184.15","21.514861201981%","","$184.15","Short Term","$855.92","No","","03/03/2023","","","","","","",""
"RIVN","RIVIAN AUTOMOTIVE IN A","03/03/2023","03/01/2023","1,000","$16.69","$15.92","$16,690.87","$15,920.80","$770.07","4.836880056279%","","$770.07","Short Term","$15,920.80","No","","03/03/2023","","","","","","",""
"TAL","TAL ED GROUP A ADR","03/03/2023","01/25/2023","150","$8.10","$7.77","$1,214.99","$1,166.12","$48.87","4.190820841766%","","$48.87","Short Term","$1,166.12","No","","03/03/2023","","","","","","",""
"TAL","TAL ED GROUP A ADR","03/03/2023","01/25/2023","150","$8.10","$7.70","$1,215.00","$1,154.25","$60.75","5.263157894737%","","$60.75","Short Term","$1,154.25","No","","03/03/2023","","","","","","",""
"TAL","TAL ED GROUP A ADR","03/03/2023","01/18/2023","1,500","$8.10","$8.05","$12,149.90","$12,072.30","$77.60","0.642793833818%","","$77.60","Short Term","$12,072.30","No","","03/03/2023","","","","","","",""
"TAL","TAL ED GROUP A ADR","03/03/2023","12/28/2022","120","$8.10","$7.50","$971.99","$899.40","$72.59","8.070936179675%","","$72.59","Short Term","$899.40","No","","03/03/2023","","","","","","",""
"TAL","TAL ED GROUP A ADR","03/03/2023","12/28/2022","120","$8.10","$7.51","$971.99","$901.80","$70.19","7.7833222444%","","$70.19","Short Term","$901.80","No","","03/03/2023","","","","","","",""
"TAL","TAL ED GROUP A ADR","03/03/2023","12/19/2022","800","$8.10","$7.50","$6,479.95","$6,000.00","$479.95","7.999166666667%","","$479.95","Short Term","$6,000.00","No","","03/03/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/03/2023","02/21/2023","50","$358.14","$355.81","$17,907.11","$17,790.75","$116.36","0.654047749533%","","$116.36","Short Term","$17,790.75","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","500","$1.15","$1.02","$575.05","$509.00","$66.05","12.976424361493%","","$66.05","Short Term","$509.00","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","100","$1.16","$1.02","$116.00","$101.80","$14.20","13.948919449902%","","$14.20","Short Term","$101.80","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","147","$1.16","$1.02","$170.52","$149.65","$20.87","13.945873705312%","","$20.87","Short Term","$149.65","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","4,599","$1.15","$1.02","$5,288.81","$4,681.78","$607.03","12.965795060853%","","$607.03","Short Term","$4,681.78","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","02/15/2023","1,562","$1.15","$1.10","$1,796.29","$1,716.33","$79.96","4.658777740877%","","$79.96","Short Term","$1,716.33","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","02/15/2023","438","$1.15","$1.10","$503.69","$481.27","$22.42","4.658507698381%","","$22.42","Short Term","$481.27","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","100","$1.15","$1.02","$115.00","$101.80","$13.20","12.966601178782%","","$13.20","Short Term","$101.80","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","400","$1.16","$1.02","$464.00","$407.20","$56.80","13.948919449902%","","$56.80","Short Term","$407.20","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","200","$1.16","$1.02","$232.00","$203.60","$28.40","13.948919449902%","","$28.40","Short Term","$203.60","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","200","$1.16","$1.02","$232.00","$203.60","$28.40","13.948919449902%","","$28.40","Short Term","$203.60","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","200","$1.16","$1.02","$232.00","$203.60","$28.40","13.948919449902%","","$28.40","Short Term","$203.60","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","192","$1.16","$1.02","$222.72","$195.46","$27.26","13.946587537092%","","$27.26","Short Term","$195.46","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","200","$1.16","$1.02","$232.00","$203.60","$28.40","13.948919449902%","","$28.40","Short Term","$203.60","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","100","$1.15","$1.02","$115.01","$101.80","$13.21","12.976424361493%","","$13.21","Short Term","$101.80","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","100","$1.16","$1.02","$116.00","$101.80","$14.20","13.948919449902%","","$14.20","Short Term","$101.80","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","1","$1.16","$1.02","$1.16","$1.02","$0.14","13.725490196078%","","$0.14","Short Term","$1.02","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","800","$1.15","$1.02","$920.23","$814.40","$105.83","12.994842829077%","","$105.83","Short Term","$814.40","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","100","$1.15","$1.02","$115.01","$101.80","$13.21","12.976424361493%","","$13.21","Short Term","$101.80","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","100","$1.16","$1.02","$116.00","$101.80","$14.20","13.948919449902%","","$14.20","Short Term","$101.80","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","100","$1.16","$1.02","$116.00","$101.80","$14.20","13.948919449902%","","$14.20","Short Term","$101.80","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","8","$1.16","$1.02","$9.28","$8.14","$1.14","14.004914004914%","","$1.14","Short Term","$8.14","No","","03/03/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/03/2023","03/02/2023","1,853","$1.16","$1.02","$2,149.46","$1,886.35","$263.11","13.948100829645%","","$263.11","Short Term","$1,886.35","No","","03/03/2023","","","","","","",""
